title,authors,average_rating,ratings_count,num_pages,cluster_label
Fullmetal Alchemist  Vol. 1 (Fullmetal Alchemist  #1),Hiromu Arakawa/Akira Watanabe,4.5,111091,192,Hidden Gems
Fullmetal Alchemist  Vol. 4 (Fullmetal Alchemist  #4),Hiromu Arakawa/Akira Watanabe,4.55,10752,200,Hidden Gems
The Illustrated Alchemist: A Fable about Following Your Dream,Paulo Coelho/Alan R. Clarke/Mœbius,3.86,251,198,Mainstream Middles
Fullmetal Alchemist  Vol. 2 (Fullmetal Alchemist  #2),Hiromu Arakawa/Akira Watanabe,4.52,14923,192,Hidden Gems
Pompeii,Robert   Harris,3.82,26922,274,Mainstream Middles
The Last Days of Pompeii,Edward Bulwer-Lytton/John Gregory Betancourt,3.6,1156,360,Underperformers
Of Mice and Men,John Steinbeck,3.87,1755253,103,Blockbusters
The Game: Penetrating the Secret Society of Pickup Artists,Neil Strauss,3.74,20529,464,Mainstream Middles
The Westing Game,Ellen Raskin,4.02,142121,182,Mainstream Middles
The Egypt Game,Zilpha Keatley Snyder,3.83,30231,215,Mainstream Middles
Memoirs of a Geisha,Arthur Golden,4.11,280309,503,Hidden Gems
Memoirs of a Geisha,Arthur Golden,4.11,1301083,434,Blockbusters
Memoirs of a Geisha,Arthur Golden,4.11,2122,497,Hidden Gems
Memoirs of a Geisha: A Portrait of the Film,David        James/Peggy Mulloy/Rob Marshall/Arthur Golden,4.08,145,144,Mainstream Middles
Memoirs of a Geisha,Arthur Golden,4.11,4189,497,Hidden Gems
Geisha of Gion,Mineko Iwasaki/Rande Brown,3.93,1556,334,Mainstream Middles
Love As A Foreign Language #5,J. Torres/Eric  Kim,3.44,9,58,Underperformers
Jungle Love,Margaret Johnson/Philip Prowse,3.41,59,95,Underperformers
Angels & Demons (Robert Langdon  #1),Dan Brown,3.89,2418736,736,Blockbusters
Ángeles y demonios (Robert Langdon  #1),Dan Brown,3.89,196,508,Mainstream Middles
Angeles & Demonios,Dan Brown/Raúl Amundaray,3.89,65,18,Mainstream Middles
The Da Vinci Code (Robert Langdon  #2),Dan Brown,3.84,1679706,489,Blockbusters
The Da Vinci Code,Dan Brown,3.84,1120,467,Mainstream Middles
Da Vinci Code (Robert Langdon  #2),Dan Brown/Daniel Roche,3.84,377,744,Mainstream Middles
Deception Point,Dan Brown,3.71,4919,736,Underperformers
Deception Point,Dan Brown,3.71,3353,585,Underperformers
Deception Point,Dan Brown,3.71,61,448,Underperformers
A Killing Rain (Louis Kincaid  #6),P.J. Parrish,4.04,456,383,Mainstream Middles
The Millionaire Next Door: The Surprising Secrets of America's Wealthy,Thomas J. Stanley/William D. Danko,4.03,61760,258,Mainstream Middles
Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century,Napoleon Hill,4.18,88897,320,Hidden Gems
Think and Grow Rich,Napoleon Hill,4.18,48,368,Hidden Gems
Pragmatic Version Control: Using Subversion (The Pragmatic Starter Kit Series),Mike   Mason,3.58,173,256,Underperformers
Read My Lips: Sexual Subversion and the End of Gender,Riki Anne Wilchins,3.95,253,288,Mainstream Middles
Trump: The Art of the Deal,Donald J. Trump/Tony Schwartz,3.66,12748,384,Underperformers
The Richest Man in Babylon,George S. Clason,4.26,76451,194,Hidden Gems
The Richest Man in Babylon,George S. Clason,4.26,86,4,Hidden Gems
Shibumi,Trevanian/Gisela Stege,4.21,9498,480,Hidden Gems
1776,David McCullough,4.07,166916,386,Mainstream Middles
1776,Peter  Stone/Sherman Edwards,4.22,1299,192,Hidden Gems
The Crescent Obscured: The United States and the Muslim World  1776-1815,Robert J. Allison,3.62,31,284,Underperformers
The Good Earth (House of Earth  #1),Pearl S. Buck,3.98,200744,418,Mainstream Middles
Purpose Driven Life - For Commuters: What on Earth Am I Here For?,Rick Warren,3.93,26,5,Mainstream Middles
Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,3.74,190039,399,Mainstream Middles
Fast Food Nation: What The All-American Meal is Doing to the World,Eric Schlosser,3.74,811,384,Mainstream Middles
Snow Flower and the Secret Fan,Lisa See,4.07,297533,269,Mainstream Middles
The Broker,John Grisham,3.78,72361,422,Mainstream Middles
The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,4.51,11208,1344,Hidden Gems
The Power Broker: A Novel (Christian Gillette  #3),Stephen W. Frey,3.75,28,320,Mainstream Middles
Body For Life: 12 Weeks to Mental and Physical Strength,Bill Phillips/Michael D'Orso,3.74,3877,201,Mainstream Middles
Body for Life for Women: A Woman's Plan for Physical and Mental Transformation,Pamela Peeke/Cindy Crawford,3.65,401,288,Underperformers
Eating for Life: Your Guide to Great Health  Fat Loss and Increased Energy!,Bill Phillips,3.95,814,405,Mainstream Middles
The Warren Buffett Way,Robert G. Hagstrom/Bill Miller/Kenneth L. Fisher,4.13,228,245,Hidden Gems
The Warren Buffett CEO: Secrets from the Berkshire Hathaway Managers,Robert P. Miles/Tom Osborne,4.07,39,432,Mainstream Middles
Monkey Business: True Story of the Scopes Trial,Marvin N. Olasky/John R. Perry,3.15,26,368,Underperformers
Junie B. Jones and a Little Monkey Business (Junie B. Jones  #2),Barbara Park/Denise Brunkus,3.99,11178,68,Mainstream Middles
Monkey Business,Sarah Mlynowski,3.67,3379,392,Underperformers
Liar's Poker,Michael   Lewis,4.15,22843,256,Hidden Gems
Liar's Poker: A Harry Garnish Mystery,Frank McConnell,3.31,13,214,Underperformers
Risotto: 30 Simply Delicious Vegetarian Recipes from an Italian Kitchen,Ursula Ferrigno/Jason Lowe/Maxine  Clark,4.08,8,64,Mainstream Middles
Giada's Family Dinners,Giada De Laurentiis/Victoria Pearson,3.96,14103,256,Mainstream Middles
Everyday Italian: 125 Simple and Delicious Recipes,Giada De Laurentiis,3.95,40125,256,Mainstream Middles
Everyday Pasta,Giada De Laurentiis/Victoria Pearson,4.09,8822,240,Mainstream Middles
Tyler's Ultimate: Brilliant Simple Food to Make Any Time,Tyler Florence/Petrina Tinslay,4.09,3697,256,Mainstream Middles
Tyler Florence's Real Kitchen: An Indespensible Guide for Anybody Who Likes to Cook,Tyler Florence/JoAnn Cianciulli/Bill Bettencourt/Bobby Flay,4.06,1426,304,Mainstream Middles
Eat This Book: Cooking with Global Fresh Flavors,Tyler Florence/Petrina Tinslay,3.92,275,287,Mainstream Middles
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt/Stephen J. Dubner,3.97,628745,320,Mainstream Middles
Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta,Steven D. Levitt/Stephen J. Dubner,3.97,193,250,Mainstream Middles
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt/Stephen J. Dubner,3.97,98,496,Mainstream Middles
The Last Assassin (John Rain  #5),Barry Eisler,4.27,189,338,Hidden Gems
Life of Pi,Yann Martel,3.91,4318,401,Mainstream Middles
L'Histoire de Pi,Yann Martel/Nicole Martel/Emile Martel,3.91,177,448,Mainstream Middles
Shadows and Wind: A View of Modern Vietnam,Robert Templer,3.49,102,400,Underperformers
A Million Little Pieces,James Frey,3.65,206011,515,Underperformers
A Million Little Pieces of Feces,Python Bonkers,3.56,43,256,Underperformers
A Million Little Lies,James Pinocchio/Pablo Fenjves,3.41,201,191,Underperformers
The Leadership Challenge,James M. Kouzes/Barry Z. Posner,4.05,873,458,Mainstream Middles
Lincoln on Leadership: Executive Strategies for Tough Times,Donald T. Phillips,4.14,5354,193,Hidden Gems
Leadership in Organizations,Gary Yukl,3.68,55,542,Underperformers
Leadership,Rudolph W. Giuliani,3.72,1820,397,Underperformers
Men Are from Mars  Women Are from Venus,John Gray,3.55,132062,368,Underperformers
Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,John Gray,3.62,18,368,Underperformers
Men Are from Mars  Women Are from Venus,John Gray,3.55,43,2,Underperformers
How to Succeed with Women,Ron  Louis/David Copeland,3.76,82,320,Mainstream Middles
The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,4.05,184418,512,Mainstream Middles
The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,4.05,495,468,Mainstream Middles
Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,4.26,85094,317,Hidden Gems
The 48 Laws of Power,Robert Greene/Joost Elffers,4.18,60946,452,Hidden Gems
Gates of Fire,Steven Pressfield,4.42,21934,392,Hidden Gems
Fire Sea (The Death Gate Cycle  #3),Margaret Weis/Tracy Hickman,4.07,16312,414,Mainstream Middles
The Gate of Fire (Oath Of Empire Book Two),Thomas Harlan,3.58,146,721,Underperformers
The Afghan Campaign,Steven Pressfield,3.96,3002,354,Mainstream Middles
Tides of War,Steven Pressfield,3.9,3422,448,Mainstream Middles
Last of the Amazons,Steven Pressfield,3.76,2138,400,Mainstream Middles
The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,Steven Pressfield/Robert McKee,4.0,53653,168,Mainstream Middles
Gita on the Green,Stephen J. Rosen/Steven Pressfield,3.78,14,176,Mainstream Middles
Blood Stripes: The Grunt's View of the War in Iraq,David J. Danelo/Steven Pressfield,3.91,85,340,Mainstream Middles
Phaedrus and Letters VII and VIII,Plato/Walter Hamilton,4.1,226,160,Hidden Gems
Phaedrus,Plato/Robin Waterfield,3.92,29,128,Mainstream Middles
Phaedrus,Plato/C.J. Rowe,3.92,236,176,Mainstream Middles
Lysis/Phaedrus/Symposium: Plato on Homosexuality,Plato/Benjamin Jowett,4.47,14,157,Hidden Gems
Enthusiasm and Divine Madness,Josef Pieper/Richard Winston/Clara Winston,4.5,26,125,Hidden Gems
On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws,Plato/C.D.C. Reeve,4.06,154,272,Mainstream Middles
Gorgias/Phaedrus (Agora),Plato/James H. Nichols Jr.,4.35,18,233,Hidden Gems
Statesman,Plato/C.J. Rowe,3.85,28,128,Mainstream Middles
Gorgias,Plato/Walter Hamilton/Chris Emlyn-Jones,3.95,8186,208,Mainstream Middles
The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,3.99,34727,716,Mainstream Middles
The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,3.99,227,622,Mainstream Middles
The History (Great Minds),Herodotus/Henry Francis Cary,3.99,2,613,Mainstream Middles
The Histories,Herodotus/Carolyn Dewald/Robin Waterfield,3.99,271,772,Mainstream Middles
The Histories,Herodotus/Aubrey de Sélincourt/Andrew Robert Burn,3.99,143,653,Mainstream Middles
The Histories,Herodotus/Jennifer Tolbert Roberts/Walter Blanco,3.99,40,464,Mainstream Middles
The Histories,Herodotus/Edward Henry Blakeney/George Rawlinson/Rosalind Thomas,3.99,132,816,Mainstream Middles
The History,Herodotus/Peter Grene,3.99,36,710,Mainstream Middles
The Iliad,Homer/Robert Fagles/Bernard Knox,3.86,288792,683,Mainstream Middles
Iliad,Homer/Stanley Lombardo/Sheila Murnaghan,3.86,1058,574,Mainstream Middles
The Iliad,Homer/Robert Fitzgerald/Andrew Ford,3.86,692,588,Mainstream Middles
The Iliad/The Odyssey,Homer/Robert Fagles/Bernard Knox,4.04,54939,1556,Mainstream Middles
The Iliad,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,3.86,1919,462,Mainstream Middles
The Iliad,Homer/W.H.D. Rouse,3.86,158,312,Mainstream Middles
The Essential Iliad,Homer/Sheila Murnaghan/Stanley Lombardo,3.86,212,216,Mainstream Middles
The Odyssey,Homer/Robert Fagles/Bernard Knox,3.76,760871,541,Mainstream Middles
The Odyssey,Homer/Robert Fitzgerald/D.S. Carne-Ross,3.76,1713,515,Mainstream Middles
The Odyssey,Homer/Richmond Lattimore,3.76,1131,374,Mainstream Middles
The Odyssey,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,3.76,2543,324,Mainstream Middles
The Odyssey,Homer/W.H.D. Rouse,3.76,262,304,Mainstream Middles
Aeneid: Selections from Books 1  2  4  6  10  12,Virgil/Barbara Weiden Boyd,4.35,69,161,Hidden Gems
Eclogues. Georgics. Aeneid: Books 1-6,Virgil/Henry Rushton Fairclough/G.P. Goold,4.22,414,607,Hidden Gems
City Eclogue,Ed Roberson,4.13,67,136,Hidden Gems
The Eclogues and The Georgics,Virgil/Cecil Day-Lewis,3.8,259,180,Mainstream Middles
Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces  Marinades  Dry Rubs  Wet Rubs  Mops and Salsas,Paul  Kirk,3.94,55,272,Mainstream Middles
The Complete Pelican Shakespeare,William Shakespeare/Stephen Orgel/A.R. Braunmuller,4.5,578,1808,Hidden Gems
The Complete Works,William Shakespeare,4.5,62,1248,Hidden Gems
Hamlet,William Shakespeare/Harold Bloom/Rex Gibson,4.02,609271,289,Mainstream Middles
The Compleat Works of Wllm Shkspr (abridged),Reduced Shakespeare Company/Adam Long/Daniel Singer/Jess Winfield,4.44,8159,137,Hidden Gems
The Pilgrimage: A Contemporary Quest for Ancient Wisdom,Paulo Coelho/Alan R. Clarke,3.64,888,272,Underperformers
The Valkyries,Paulo Coelho/Alan R. Clarke,3.31,1204,212,Underperformers
Warrior of the Light,Paulo Coelho,3.7,22662,142,Underperformers
The Zahir,Paulo Coelho/Margaret Jull Costa,3.57,58917,336,Underperformers
By the River Piedra I Sat Down and Wept,Paulo Coelho/Alan R. Clarke,3.57,70760,208,Underperformers
The Fifth Mountain,Paulo Coelho/Clifford E. Landers,3.62,1415,256,Underperformers
Veronika Decides to Die,Paulo Coelho/Margaret Jull Costa/Kâmuran Şipal,3.7,132064,210,Underperformers
Hamlet,William Shakespeare/Stephen Orgel/A.R. Braunmuller,4.02,1658,148,Mainstream Middles
Cliffs Notes on Shakespeare's Hamlet,Carla Lynn Stockton,3.69,65,129,Underperformers
Shakespeare's Hamlet,William Shakespeare/Terri Mategrano,4.02,102,240,Mainstream Middles
Hamlet's Mill: An Essay Investigating the Origins of Human Knowledge and Its Transmission Through Myth,Giorgio De Santillana/Hertha Von Dechend,4.29,489,450,Hidden Gems
History of the Peloponnesian War: Bk. 1-2,Thucydides/C.F. Smith,4.32,208,496,Hidden Gems
On Justice  Power and Human Nature: Selections from The History of the Peloponnesian War,Thucydides/Paul Woodruff,3.72,610,172,Underperformers
History of the Peloponnesian War: Bk. 5-6,Thucydides/C.F. Smith,4.35,38,400,Hidden Gems
The Peloponnesian War,Thucydides/Steven Lattimore,3.9,154,530,Mainstream Middles
The Peloponnesian War: A New Translation  Backgrounds  Interpretations,Thucydides/Jennifer Tolbert Roberts/Walter Blanco,3.9,24,554,Mainstream Middles
History of the Peloponnesian War  Bk. 7-8,Thucydides/C.F. Smith,4.29,35,480,Hidden Gems
Thucydides  Book 6 Commentary,Cynthia W. Shelmerdine,4.5,2,34,Hidden Gems
Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus,Euripides/Richmond Lattimore/David Grene/Rex Warner/Ralph Gladstone,4.03,4483,221,Mainstream Middles
Euripides V: Electra / The Phoenician Women / The Bacchae,Euripides/David Grene/Richmond Lattimore/Emily Townsend Vermeule/Elizabeth Wyckoff/William Arrowsmith,4.21,3334,228,Hidden Gems
Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis,Euripides/David Grene/Richmond Lattimore/William Arrowsmith/Frank William Jones/Charles R. Walker,4.21,560,307,Hidden Gems
Grief Lessons: Four Plays by Euripides,Anne Carson/Euripides,4.4,679,312,Hidden Gems
Ten Plays,Euripides/Moses Hadas/John Maclean,4.17,1464,432,Hidden Gems
Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies  #7),Euripides/David Grene/Richmond Lattimore/William Arrowsmith/John Frederick Nims/Ronald Frederick Willetts,4.0,541,255,Mainstream Middles
Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen,Euripides/David Grene/Richmond Lattimore/Witter Bynner/William Arrowsmith,4.31,790,264,Hidden Gems
Medea and Other Plays,Euripides/John Davie/Richard Rutherford,4.03,9197,206,Mainstream Middles
Cyclops / Alcestis / Medea,Euripides/David Kovacs,4.23,61,432,Hidden Gems
Medea,Euripides/Donald J. Mastronarde,3.87,201,431,Mainstream Middles
The Bacchae and Other Plays,Euripides/John Davie/Richard Rutherford,4.14,164,360,Hidden Gems
Bakkhai,Euripides/Reginald Gibbons/Peter H. Burian,3.88,154,160,Mainstream Middles
Plays 1: Medea/The Phoenician Women/Bacchae,Euripides/David Thompson/J. Michael Walton,3.78,9,192,Mainstream Middles
The Trojan Women and Hippolytus,Euripides,3.63,34,64,Underperformers
The Bacchae of Euripides: A Communion Rite,Wole Soyinka,3.86,116,128,Mainstream Middles
Orestes and Other Plays,Euripides/James Morwood/Robin Waterfield,4.1,158,282,Hidden Gems
Children of Heracles / Hippolytus / Andromache / Hecuba,Euripides/David Kovacs,4.26,27,528,Hidden Gems
Alcestis,Euripides/William Arrowsmith,3.83,1950,142,Mainstream Middles
Suppliant Women / Electra / Heracles,Euripides/David Kovacs,4.47,30,464,Hidden Gems
Medea,Euripides/Georgia Ann Machemer/Michael   Collier,3.87,367,116,Mainstream Middles
Euripides: Medea,William Allan,4.04,23,160,Mainstream Middles
CliffsNotes on Euripides' Medea and Electra,Robert J. Milch,4.2,5,69,Hidden Gems
Trojan Women / Iphigenia Among the Taurians / Ion,Euripides/David Kovacs,4.03,29,528,Mainstream Middles
Helen / Phoenician Women / Orestes,Euripides/David Kovacs,4.07,25,605,Mainstream Middles
Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy),Euripides/Pantelis Michelakis,4.03,12,144,Mainstream Middles
The Complete Greek Tragedies  Volume 3: Euripides,Euripides/David Grene/Richmond Lattimore,4.43,46,672,Hidden Gems
Aeschylus I: Oresteia (Agamemnon  The Libation Bearers  The Eumenides),Aeschylus/David Grene/Richmond Lattimore,4.02,712,171,Mainstream Middles
Aeschylus II: The Suppliant Maidens  The Persians  Seven against Thebes  and Prometheus Bound (The Complete Greek Tragedies),Aeschylus/David Grene/Richmond Lattimore/Seth Benardete,4.1,389,188,Hidden Gems
The Oresteia,Aeschylus/Alan Shapiro/Peter H. Burian,4.02,77,304,Mainstream Middles
The Oresteia: Agamemnon  The Libation Bearers  The Eumenides,Aeschylus/Robert Fagles/William Bedell Stanford,4.02,28726,335,Mainstream Middles
Oresteia,Aeschylus/Peter Meineck/Helene P. Foley,4.02,303,224,Mainstream Middles
Prometheus Bound and Other Plays,Aeschylus/Philip Vellacott,4.1,4303,160,Hidden Gems
The Oresteia,Aeschylus/Ted Hughes,4.02,215,208,Mainstream Middles
Aeschylus  1: The Oresteia: Agamemnon/The Libation Bearers/The Eumenides,Aeschylus/David R. Slavitt/Smith Palmer Bovie,4.02,12,178,Mainstream Middles
The Complete Greek Tragedies  Volume 1: Aeschylus,Aeschylus/Richmond Lattimore/David Grene,4.1,74,358,Hidden Gems
Aeschylus: The Oresteia (A Student Guide: Landmarks of World Literature),Simon Goldhill,4.03,31,95,Mainstream Middles
The Oresteia: Agamemnon  Choephoroe & Eumenides (Everyman's Library  No. 260),Aeschylus/George Thomson/Richard Seaford,4.02,63,127,Mainstream Middles
Aeschylus 2: The Persians/Seven Against Thebes/The Suppliants/Prometheus Bound,Aeschylus/David R. Slavitt/Smith Palmer Bovie,4.1,12,232,Hidden Gems
The Oresteia Trilogy: Agamemnon/The Libation-Bearers/The Furies,Aeschylus/E.D.A. Morshead,4.02,89,151,Mainstream Middles
The Suppliant Maidens/The Persians/Seven against Thebes/Prometheus Bound,Aeschylus/E.D.A. Morshead,4.1,1,208,Hidden Gems
Sophocles II: Ajax/Women of Trachis/Electra/Philoctetes (Complete Greek Tragedies 4),Sophocles/David Grene/Richmond Lattimore/John Moore/Michael Jameson,4.14,5032,254,Hidden Gems
The Oedipus Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone,Sophocles/Paul Roche,3.97,553,288,Mainstream Middles
The Complete Plays,Sophocles/Paul Roche,4.27,2883,420,Hidden Gems
The Oedipus Cycle: Oedipus Rex  Oedipus at Colonus  Antigone,Sophocles/Robert Fitzgerald/Dudley Fitts,3.97,45589,259,Mainstream Middles
